name,tapebert_mlp_pred_result_1,tapebert_mlp_pred_result_2,tapebert_mlp_pred_result_3,tapebert_mlp_pred_result_4,tapebert_mlp_pred_result_5,tapebert_mlp_pred_result_vote,tapebert_svm_pred_result_1,tapebert_svm_pred_result_2,tapebert_svm_pred_result_3,tapebert_svm_pred_result_4,tapebert_svm_pred_result_5,tapebert_svm_pred_result_vote,pssm_cnn_pred_result_1,pssm_cnn_pred_result_2,pssm_cnn_pred_result_3,pssm_cnn_pred_result_4,pssm_cnn_pred_result_5,pssm_cnn_pred_result_vote,hybrid_bilstm_pred_result_1,hybrid_bilstm_pred_result_2,hybrid_bilstm_pred_result_3,hybrid_bilstm_pred_result_4,hybrid_bilstm_pred_result_5,hybrid_bilstm_pred_result_vote
lcl|NC_012442.1_prot_WP_004681542.1_232,0.003,0.007,0.025,0.006,0.013,0.0,0.005,0.006,0.008,0.004,0.005,0.0,0.018,0.017,0.012,0.004,0.006,0.0,0.031,0.005,0.009,0.013,0.004,0.0
lcl|NC_012442.1_prot_WP_002968302.1_233,0.455,0.37,0.174,0.068,0.228,0.0,0.299,0.221,0.441,0.474,0.458,0.0,0.276,0.371,0.168,0.085,0.04,0.0,0.473,0.231,0.092,0.082,0.114,0.0
lcl|NC_012442.1_prot_WP_002966326.1_234,0.034,0.133,0.16,0.077,0.038,0.0,0.083,0.064,0.09,0.063,0.098,0.0,0.151,0.066,0.091,0.058,0.087,0.0,0.164,0.063,0.09,0.223,0.008,0.0
lcl|NC_012442.1_prot_WP_004681548.1_235,0.003,0.048,0.083,0.024,0.004,0.0,0.008,0.009,0.014,0.003,0.015,0.0,0.046,0.035,0.008,0.025,0.011,0.0,0.002,0.001,0.006,0.01,0.001,0.0
lcl|NC_012442.1_prot_WP_004681550.1_236,0.0,0.001,0.009,0.001,0.003,0.0,0.019,0.009,0.014,0.035,0.015,0.0,0.104,0.028,0.023,0.006,0.017,0.0,0.002,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004681552.1_237,0.009,0.005,0.039,0.021,0.013,0.0,0.069,0.045,0.068,0.079,0.061,0.0,0.086,0.033,0.041,0.041,0.031,0.0,0.197,0.001,0.028,0.192,0.007,0.0
lcl|NC_012442.1_prot_WP_002967363.1_238,0.012,0.003,0.018,0.01,0.01,0.0,0.039,0.03,0.033,0.018,0.062,0.0,0.033,0.01,0.011,0.011,0.016,0.0,0.064,0.001,0.025,0.066,0.017,0.0
lcl|NC_012442.1_prot_WP_005971795.1_239,0.004,0.0,0.001,0.002,0.0,0.0,0.002,0.003,0.002,0.002,0.005,0.0,0.031,0.005,0.008,0.005,0.001,0.0,0.0,0.0,0.0,0.002,0.001,0.0
lcl|NC_012442.1_prot_WP_004681556.1_240,0.104,0.106,0.038,0.086,0.017,0.0,0.033,0.032,0.029,0.044,0.039,0.0,0.045,0.041,0.06,0.062,0.043,0.0,0.012,0.009,0.005,0.014,0.005,0.0
lcl|NC_012442.1_prot_WP_002966318.1_242,0.0,0.0,0.004,0.0,0.0,0.0,0.014,0.01,0.007,0.012,0.008,0.0,0.015,0.021,0.011,0.002,0.004,0.0,0.028,0.0,0.002,0.024,0.0,0.0
lcl|NC_012442.1_prot_WP_002971276.1_243,0.0,0.001,0.006,0.0,0.0,0.0,0.003,0.004,0.004,0.003,0.002,0.0,0.045,0.015,0.008,0.061,0.015,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002966316.1_245,0.011,0.161,0.043,0.046,0.027,0.0,0.007,0.011,0.012,0.011,0.007,0.0,0.848,0.819,0.83,0.715,0.839,1.0,0.23,0.376,0.017,0.058,0.079,0.0
lcl|NC_012442.1_prot_WP_004681562.1_246,0.031,0.14,0.025,0.026,0.026,0.0,0.014,0.024,0.021,0.018,0.015,0.0,0.014,0.027,0.011,0.012,0.006,0.0,0.011,0.035,0.003,0.018,0.007,0.0
lcl|NC_012442.1_prot_WP_006135495.1_247,0.002,0.0,0.007,0.002,0.001,0.0,0.005,0.005,0.004,0.006,0.005,0.0,0.015,0.018,0.004,0.014,0.011,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002966313.1_248,0.013,0.098,0.027,0.051,0.103,0.0,0.039,0.029,0.029,0.072,0.013,0.0,0.667,0.253,0.388,0.063,0.718,0.4,0.077,0.166,0.019,0.084,0.216,0.0
lcl|NC_012442.1_prot_WP_006135494.1_249,0.001,0.002,0.027,0.001,0.0,0.0,0.007,0.008,0.009,0.007,0.013,0.0,0.031,0.01,0.014,0.018,0.004,0.0,0.017,0.01,0.005,0.005,0.009,0.0
lcl|NC_012442.1_prot_WP_002966309.1_251,0.682,0.573,0.405,0.888,0.144,0.6,0.268,0.298,0.477,0.258,0.287,0.0,0.273,0.343,0.218,0.416,0.19,0.0,0.93,0.998,0.953,0.929,0.404,0.8
lcl|NC_012442.1_prot_WP_002971274.1_252,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.003,0.002,0.005,0.005,0.0,0.105,0.012,0.021,0.014,0.015,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686144.1_253,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.009,0.014,0.004,0.0,0.164,0.113,0.06,0.042,0.107,0.0,0.005,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004686143.1_254,0.07,0.323,0.121,0.123,0.089,0.0,0.042,0.062,0.055,0.023,0.069,0.0,0.584,0.255,0.473,0.301,0.596,0.4,0.016,0.077,0.024,0.023,0.016,0.0
lcl|NC_012442.1_prot_WP_005971772.1_255,0.007,0.04,0.009,0.017,0.041,0.0,0.014,0.011,0.012,0.021,0.007,0.0,0.569,0.254,0.266,0.116,0.585,0.4,0.012,0.012,0.002,0.011,0.024,0.0
lcl|NC_012442.1_prot_WP_006135492.1_256,0.018,0.035,0.041,0.017,0.007,0.0,0.024,0.025,0.032,0.041,0.023,0.0,0.09,0.028,0.057,0.059,0.021,0.0,0.065,0.025,0.015,0.03,0.002,0.0
lcl|NC_012442.1_prot_WP_002968318.1_257,0.0,0.0,0.002,0.0,0.001,0.0,0.003,0.001,0.002,0.005,0.003,0.0,0.045,0.01,0.022,0.006,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002966303.1_258,0.051,0.164,0.113,0.108,0.233,0.0,0.035,0.044,0.026,0.011,0.038,0.0,0.129,0.116,0.103,0.028,0.179,0.0,0.026,0.006,0.006,0.028,0.063,0.0
lcl|NC_012442.1_prot_WP_004685063.1_259,0.017,0.075,0.022,0.129,0.053,0.0,0.036,0.029,0.025,0.026,0.029,0.0,0.153,0.081,0.082,0.067,0.408,0.0,0.043,0.107,0.023,0.127,0.005,0.0
lcl|NC_012442.1_prot_WP_004686141.1_260,0.001,0.01,0.01,0.002,0.002,0.0,0.027,0.017,0.022,0.025,0.015,0.0,0.066,0.042,0.026,0.014,0.027,0.0,0.038,0.029,0.017,0.032,0.013,0.0
lcl|NC_012442.1_prot_WP_002966298.1_261,0.0,0.0,0.001,0.0,0.0,0.0,0.006,0.01,0.005,0.008,0.007,0.0,0.003,0.004,0.009,0.0,0.004,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002966296.1_263,0.001,0.001,0.008,0.001,0.0,0.0,0.018,0.015,0.008,0.026,0.007,0.0,0.142,0.06,0.058,0.071,0.075,0.0,0.029,0.002,0.007,0.017,0.004,0.0
lcl|NC_012442.1_prot_WP_004686139.1_264,0.0,0.0,0.006,0.0,0.0,0.0,0.017,0.007,0.009,0.013,0.007,0.0,0.109,0.074,0.078,0.088,0.051,0.0,0.017,0.001,0.0,0.015,0.0,0.0
lcl|NC_012442.1_prot_WP_002966294.1_265,0.036,0.134,0.033,0.014,0.029,0.0,0.006,0.008,0.013,0.007,0.009,0.0,0.3,0.206,0.075,0.089,0.025,0.0,0.064,0.176,0.048,0.045,0.019,0.0
lcl|NC_012442.1_prot_WP_004686138.1_266,0.015,0.014,0.088,0.024,0.002,0.0,0.016,0.019,0.013,0.025,0.024,0.0,0.007,0.005,0.005,0.005,0.001,0.0,0.019,0.007,0.002,0.038,0.002,0.0
lcl|NC_012442.1_prot_WP_002966292.1_267,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,0.003,0.001,0.0,0.07,0.051,0.034,0.083,0.031,0.0,0.001,0.0,0.0,0.005,0.0,0.0
lcl|NC_012442.1_prot_WP_002966291.1_268,0.012,0.027,0.01,0.011,0.021,0.0,0.006,0.004,0.009,0.006,0.009,0.0,0.017,0.017,0.024,0.013,0.01,0.0,0.086,0.028,0.042,0.071,0.195,0.0
lcl|NC_012442.1_prot_WP_004685061.1_269,0.39,0.463,0.389,0.384,0.297,0.0,0.142,0.172,0.281,0.197,0.369,0.0,0.285,0.11,0.189,0.198,0.49,0.0,0.119,0.0,0.008,0.03,0.002,0.0
lcl|NC_012442.1_prot_WP_002966289.1_270,0.0,0.0,0.006,0.0,0.005,0.0,0.012,0.011,0.018,0.007,0.005,0.0,0.059,0.049,0.053,0.012,0.046,0.0,0.015,0.003,0.001,0.004,0.015,0.0
lcl|NC_012442.1_prot_WP_004681610.1_271,0.912,0.925,0.833,0.926,0.932,1.0,0.761,0.797,0.794,0.807,0.87,1.0,0.361,0.182,0.157,0.203,0.257,0.0,0.818,0.82,0.664,0.591,0.477,0.8
lcl|NC_012442.1_prot_WP_004686137.1_272,0.0,0.001,0.068,0.001,0.001,0.0,0.014,0.023,0.017,0.047,0.016,0.0,0.043,0.036,0.036,0.056,0.024,0.0,0.034,0.015,0.002,0.033,0.002,0.0
lcl|NC_012442.1_prot_WP_004681614.1_273,0.002,0.004,0.126,0.002,0.001,0.0,0.075,0.091,0.101,0.063,0.093,0.0,0.167,0.051,0.06,0.077,0.05,0.0,0.007,0.01,0.003,0.032,0.001,0.0
lcl|NC_012442.1_prot_WP_006135487.1_274,0.002,0.087,0.082,0.028,0.148,0.0,0.061,0.077,0.112,0.09,0.06,0.0,0.03,0.041,0.026,0.031,0.124,0.0,0.021,0.778,0.032,0.131,0.037,0.2
lcl|NC_012442.1_prot_WP_002966284.1_275,0.042,0.054,0.035,0.015,0.039,0.0,0.019,0.019,0.016,0.03,0.011,0.0,0.089,0.034,0.031,0.03,0.067,0.0,0.147,0.008,0.005,0.048,0.002,0.0
lcl|NC_012442.1_prot_WP_004686135.1_276,0.003,0.004,0.019,0.002,0.001,0.0,0.054,0.027,0.031,0.058,0.029,0.0,0.047,0.034,0.017,0.011,0.012,0.0,0.019,0.0,0.009,0.041,0.001,0.0
lcl|NC_012442.1_prot_WP_004686134.1_277,0.003,0.017,0.038,0.009,0.001,0.0,0.043,0.032,0.052,0.015,0.044,0.0,0.034,0.019,0.017,0.008,0.008,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004685057.1_278,0.0,0.0,0.01,0.0,0.0,0.0,0.014,0.011,0.007,0.014,0.008,0.0,0.014,0.006,0.014,0.003,0.013,0.0,0.002,0.0,0.001,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004681627.1_279,0.0,0.0,0.003,0.0,0.0,0.0,0.039,0.02,0.012,0.028,0.011,0.0,0.013,0.004,0.024,0.001,0.019,0.0,0.009,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_002966279.1_280,0.005,0.001,0.004,0.007,0.003,0.0,0.005,0.005,0.003,0.005,0.006,0.0,0.026,0.002,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_006135485.1_281,0.018,0.018,0.056,0.027,0.01,0.0,0.033,0.024,0.041,0.027,0.047,0.0,0.615,0.621,0.708,0.691,0.929,1.0,0.372,0.118,0.206,0.183,0.237,0.0
lcl|NC_012442.1_prot_WP_002966277.1_282,0.0,0.002,0.01,0.0,0.0,0.0,0.025,0.014,0.014,0.017,0.018,0.0,0.081,0.025,0.068,0.017,0.053,0.0,0.005,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004681634.1_283,0.141,0.208,0.09,0.101,0.284,0.0,0.04,0.025,0.04,0.079,0.041,0.0,0.467,0.471,0.294,0.356,0.074,0.0,0.34,0.216,0.105,0.188,0.171,0.0
lcl|NC_012442.1_prot_WP_077281781.1_284,0.678,0.642,0.229,0.4,0.358,0.4,0.208,0.246,0.165,0.169,0.22,0.0,0.496,0.335,0.124,0.007,0.061,0.0,0.561,0.547,0.182,0.311,0.522,0.6
lcl|NC_012442.1_prot_WP_005976989.1_285,0.0,0.004,0.011,0.001,0.001,0.0,0.007,0.014,0.015,0.029,0.01,0.0,0.034,0.018,0.011,0.008,0.026,0.0,0.031,0.125,0.005,0.035,0.005,0.0
lcl|NC_012442.1_prot_WP_002966274.1_286,0.0,0.0,0.009,0.0,0.0,0.0,0.011,0.008,0.006,0.039,0.011,0.0,0.018,0.002,0.003,0.001,0.001,0.0,0.001,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_002966273.1_287,0.003,0.03,0.025,0.011,0.009,0.0,0.014,0.006,0.024,0.01,0.013,0.0,0.258,0.058,0.054,0.057,0.116,0.0,0.017,0.074,0.007,0.051,0.002,0.0
lcl|NC_012442.1_prot_WP_002969365.1_288,0.257,0.222,0.311,0.131,0.105,0.0,0.286,0.184,0.214,0.183,0.16,0.0,0.115,0.071,0.07,0.085,0.072,0.0,0.791,0.07,0.069,0.299,0.017,0.2
lcl|NC_012442.1_prot_WP_004681638.1_289,0.101,0.019,0.184,0.026,0.287,0.0,0.165,0.113,0.116,0.265,0.109,0.0,0.086,0.057,0.034,0.067,0.029,0.0,0.025,0.001,0.002,0.054,0.002,0.0
lcl|NC_012442.1_prot_WP_002966269.1_290,0.005,0.003,0.009,0.001,0.0,0.0,0.002,0.004,0.003,0.005,0.002,0.0,0.042,0.016,0.014,0.009,0.01,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004681643.1_291,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.003,0.003,0.006,0.0,0.004,0.003,0.003,0.001,0.001,0.0,0.001,0.0,0.0,0.081,0.005,0.0
lcl|NC_012442.1_prot_WP_002966267.1_292,0.151,0.054,0.064,0.036,0.1,0.0,0.026,0.016,0.019,0.047,0.015,0.0,0.019,0.009,0.01,0.001,0.004,0.0,0.03,0.002,0.015,0.075,0.009,0.0
lcl|NC_012442.1_prot_WP_004681646.1_293,0.062,0.057,0.038,0.02,0.032,0.0,0.046,0.025,0.045,0.067,0.035,0.0,0.951,0.83,0.815,0.503,0.856,1.0,0.071,0.019,0.013,0.017,0.065,0.0
lcl|NC_012442.1_prot_WP_004681647.1_294,0.0,0.002,0.016,0.0,0.0,0.0,0.007,0.013,0.009,0.007,0.021,0.0,0.433,0.216,0.043,0.049,0.053,0.0,0.061,0.005,0.002,0.042,0.047,0.0
lcl|NC_012442.1_prot_WP_004681651.1_296,0.004,0.0,0.003,0.003,0.002,0.0,0.006,0.005,0.003,0.006,0.008,0.0,0.017,0.003,0.01,0.001,0.002,0.0,0.001,0.0,0.0,0.011,0.0,0.0
lcl|NC_012442.1_prot_WP_005971707.1_297,0.005,0.002,0.009,0.003,0.0,0.0,0.008,0.02,0.008,0.016,0.01,0.0,0.008,0.003,0.006,0.002,0.003,0.0,0.002,0.0,0.001,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_005971705.1_298,0.0,0.0,0.001,0.0,0.0,0.0,0.014,0.009,0.009,0.02,0.006,0.0,0.019,0.006,0.019,0.002,0.024,0.0,0.002,0.0,0.001,0.003,0.004,0.0
lcl|NC_012442.1_prot_WP_002971982.1_299,0.784,0.429,0.307,0.49,0.548,0.4,0.697,0.582,0.593,0.585,0.366,0.8,0.327,0.258,0.322,0.035,0.275,0.0,0.536,0.212,0.275,0.07,0.104,0.2
lcl|NC_012442.1_prot_WP_004686129.1_300,0.001,0.009,0.023,0.007,0.008,0.0,0.01,0.01,0.011,0.007,0.007,0.0,0.338,0.602,0.305,0.522,0.064,0.4,0.011,0.001,0.004,0.013,0.002,0.0
lcl|NC_012442.1_prot_WP_002966257.1_301,0.034,0.11,0.037,0.028,0.023,0.0,0.016,0.023,0.016,0.005,0.02,0.0,0.111,0.112,0.046,0.016,0.045,0.0,0.021,0.063,0.021,0.056,0.014,0.0
lcl|NC_012442.1_prot_WP_004686128.1_302,0.0,0.0,0.004,0.0,0.0,0.0,0.005,0.004,0.005,0.005,0.009,0.0,0.011,0.005,0.006,0.006,0.003,0.0,0.017,0.002,0.0,0.013,0.0,0.0
lcl|NC_012442.1_prot_WP_006135478.1_303,0.081,0.003,0.026,0.04,0.166,0.0,0.045,0.061,0.015,0.032,0.055,0.0,0.018,0.006,0.005,0.003,0.002,0.0,0.009,0.0,0.0,0.005,0.002,0.0
lcl|NC_012442.1_prot_WP_002966254.1_304,0.625,0.452,0.125,0.265,0.487,0.2,0.219,0.428,0.479,0.335,0.236,0.0,0.243,0.197,0.064,0.053,0.072,0.0,0.548,0.647,0.132,0.158,0.486,0.4
lcl|NC_012442.1_prot_WP_006135474.1_306,0.005,0.014,0.044,0.067,0.029,0.0,0.062,0.038,0.047,0.033,0.055,0.0,0.009,0.014,0.019,0.011,0.085,0.0,0.028,0.027,0.004,0.022,0.002,0.0
lcl|NC_012442.1_prot_WP_002966248.1_308,0.014,0.303,0.361,0.497,0.784,0.2,0.28,0.413,0.379,0.174,0.379,0.0,0.588,0.45,0.282,0.494,0.619,0.4,0.228,0.01,0.3,0.395,0.804,0.2
lcl|NC_012442.1_prot_WP_002966247.1_309,0.143,0.028,0.044,0.076,0.029,0.0,0.021,0.022,0.018,0.035,0.01,0.0,0.007,0.008,0.006,0.005,0.007,0.0,0.036,0.006,0.007,0.006,0.003,0.0
lcl|NC_012442.1_prot_WP_004686125.1_310,0.008,0.001,0.013,0.004,0.003,0.0,0.01,0.008,0.006,0.011,0.007,0.0,0.098,0.029,0.044,0.027,0.046,0.0,0.004,0.0,0.0,0.006,0.0,0.0
lcl|NC_012442.1_prot_WP_004681680.1_312,0.012,0.008,0.023,0.013,0.01,0.0,0.013,0.014,0.013,0.013,0.017,0.0,0.035,0.018,0.011,0.022,0.007,0.0,0.322,0.049,0.018,0.057,0.067,0.0
lcl|NC_012442.1_prot_WP_002966241.1_313,0.006,0.003,0.012,0.004,0.003,0.0,0.038,0.018,0.029,0.03,0.023,0.0,0.015,0.007,0.004,0.005,0.007,0.0,0.001,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_002968345.1_314,0.001,0.002,0.01,0.001,0.0,0.0,0.006,0.008,0.008,0.008,0.006,0.0,0.184,0.136,0.08,0.187,0.163,0.0,0.093,0.033,0.032,0.024,0.008,0.0
lcl|NC_012442.1_prot_WP_002966239.1_315,0.002,0.016,0.035,0.007,0.02,0.0,0.03,0.034,0.011,0.019,0.047,0.0,0.089,0.063,0.122,0.102,0.166,0.0,0.029,0.001,0.0,0.01,0.0,0.0
lcl|NC_012442.1_prot_WP_002969361.1_316,0.0,0.0,0.001,0.0,0.0,0.0,0.015,0.009,0.008,0.009,0.007,0.0,0.02,0.01,0.007,0.009,0.003,0.0,0.016,0.0,0.001,0.005,0.001,0.0
lcl|NC_012442.1_prot_WP_004685038.1_317,0.003,0.035,0.089,0.011,0.003,0.0,0.061,0.081,0.062,0.036,0.095,0.0,0.249,0.139,0.309,0.126,0.287,0.0,0.029,0.238,0.013,0.032,0.028,0.0
lcl|NC_012442.1_prot_WP_002966235.1_318,0.101,0.132,0.13,0.152,0.16,0.0,0.174,0.147,0.095,0.254,0.12,0.0,0.127,0.094,0.093,0.009,0.063,0.0,0.424,0.175,0.118,0.19,0.544,0.2
lcl|NC_012442.1_prot_WP_002966234.1_319,0.104,0.197,0.294,0.441,0.326,0.0,0.232,0.301,0.407,0.194,0.431,0.0,0.162,0.125,0.106,0.069,0.078,0.0,0.01,0.003,0.007,0.02,0.001,0.0
lcl|NC_012442.1_prot_WP_002969359.1_320,0.018,0.011,0.038,0.032,0.03,0.0,0.024,0.019,0.013,0.023,0.016,0.0,0.005,0.002,0.0,0.001,0.001,0.0,0.032,0.013,0.005,0.023,0.008,0.0
lcl|NC_012442.1_prot_WP_006135469.1_321,0.003,0.005,0.002,0.005,0.005,0.0,0.004,0.003,0.003,0.002,0.003,0.0,0.02,0.011,0.018,0.002,0.008,0.0,0.009,0.001,0.001,0.002,0.001,0.0
lcl|NC_012442.1_prot_WP_002966230.1_323,0.215,0.146,0.048,0.022,0.104,0.0,0.017,0.022,0.018,0.021,0.007,0.0,0.331,0.218,0.172,0.056,0.058,0.0,0.126,0.074,0.021,0.033,0.037,0.0
lcl|NC_012442.1_prot_WP_004686123.1_324,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.004,0.003,0.004,0.001,0.0,0.048,0.012,0.008,0.011,0.017,0.0,0.017,0.0,0.0,0.005,0.001,0.0
lcl|NC_012442.1_prot_WP_004681699.1_325,0.001,0.001,0.028,0.0,0.002,0.0,0.07,0.06,0.119,0.046,0.04,0.0,0.04,0.006,0.023,0.044,0.006,0.0,0.052,0.023,0.017,0.026,0.013,0.0
lcl|NC_012442.1_prot_WP_002966226.1_326,0.008,0.021,0.065,0.019,0.005,0.0,0.022,0.029,0.017,0.008,0.017,0.0,0.195,0.153,0.05,0.022,0.034,0.0,0.004,0.006,0.003,0.007,0.007,0.0
lcl|NC_012442.1_prot_WP_005971651.1_327,0.023,0.117,0.036,0.064,0.114,0.0,0.008,0.008,0.022,0.009,0.015,0.0,0.736,0.549,0.417,0.463,0.666,0.6,0.02,0.151,0.053,0.042,0.057,0.0
lcl|NC_012442.1_prot_WP_002966224.1_328,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.004,0.002,0.002,0.0,0.031,0.029,0.018,0.014,0.024,0.0,0.002,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002966223.1_329,0.014,0.036,0.063,0.015,0.025,0.0,0.04,0.034,0.03,0.026,0.037,0.0,0.004,0.006,0.002,0.003,0.003,0.0,0.031,0.003,0.017,0.013,0.005,0.0
lcl|NC_012442.1_prot_WP_002968355.1_330,0.0,0.0,0.035,0.0,0.0,0.0,0.01,0.018,0.026,0.01,0.015,0.0,0.044,0.038,0.043,0.03,0.012,0.0,0.007,0.002,0.007,0.017,0.0,0.0
lcl|NC_012442.1_prot_WP_004681709.1_331,0.0,0.0,0.004,0.0,0.0,0.0,0.01,0.009,0.006,0.008,0.008,0.0,0.048,0.01,0.015,0.018,0.005,0.0,0.033,0.007,0.003,0.02,0.004,0.0
lcl|NC_012442.1_prot_WP_004686122.1_332,0.0,0.003,0.271,0.097,0.038,0.0,0.161,0.235,0.09,0.069,0.09,0.0,0.035,0.01,0.009,0.003,0.003,0.0,0.137,0.013,0.638,0.777,0.907,0.6
lcl|NC_012442.1_prot_WP_002969358.1_333,0.381,0.242,0.272,0.263,0.194,0.0,0.091,0.099,0.104,0.125,0.098,0.0,0.106,0.144,0.073,0.16,0.119,0.0,0.002,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002968982.1_334,0.0,0.0,0.002,0.0,0.0,0.0,0.006,0.004,0.002,0.007,0.004,0.0,0.005,0.01,0.005,0.003,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002966215.1_335,0.004,0.003,0.01,0.003,0.001,0.0,0.024,0.014,0.018,0.008,0.017,0.0,0.065,0.027,0.014,0.021,0.008,0.0,0.003,0.0,0.002,0.002,0.001,0.0
lcl|NC_012442.1_prot_WP_004681717.1_336,0.002,0.002,0.01,0.001,0.002,0.0,0.006,0.005,0.005,0.008,0.006,0.0,0.035,0.022,0.026,0.028,0.02,0.0,0.003,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_006135467.1_337,0.041,0.002,0.005,0.03,0.005,0.0,0.004,0.006,0.002,0.005,0.006,0.0,0.05,0.003,0.015,0.004,0.002,0.0,0.025,0.001,0.0,0.013,0.054,0.0
lcl|NC_012442.1_prot_WP_002966211.1_338,0.0,0.0,0.004,0.0,0.0,0.0,0.009,0.007,0.005,0.006,0.008,0.0,0.027,0.02,0.029,0.009,0.024,0.0,0.026,0.0,0.004,0.008,0.002,0.0
lcl|NC_012442.1_prot_WP_002968361.1_339,0.0,0.001,0.003,0.0,0.0,0.0,0.008,0.005,0.006,0.011,0.006,0.0,0.031,0.036,0.012,0.008,0.006,0.0,0.002,0.002,0.0,0.006,0.0,0.0
lcl|NC_012442.1_prot_WP_002966209.1_340,0.001,0.002,0.035,0.001,0.001,0.0,0.004,0.005,0.007,0.005,0.006,0.0,0.043,0.032,0.019,0.029,0.013,0.0,0.042,0.0,0.001,0.007,0.0,0.0
lcl|NC_012442.1_prot_WP_004686119.1_341,0.0,0.0,0.044,0.001,0.0,0.0,0.045,0.048,0.037,0.054,0.039,0.0,0.022,0.021,0.029,0.004,0.011,0.0,0.11,0.002,0.012,0.068,0.018,0.0
lcl|NC_012442.1_prot_WP_004685027.1_342,0.004,0.005,0.019,0.008,0.005,0.0,0.027,0.016,0.034,0.012,0.024,0.0,0.099,0.017,0.028,0.016,0.014,0.0,0.003,0.0,0.003,0.006,0.003,0.0
lcl|NC_012442.1_prot_WP_004681729.1_343,0.003,0.001,0.013,0.001,0.001,0.0,0.013,0.014,0.009,0.018,0.01,0.0,0.037,0.017,0.033,0.014,0.032,0.0,0.004,0.0,0.003,0.01,0.001,0.0
lcl|NC_012442.1_prot_WP_002966205.1_344,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.001,0.0,0.037,0.008,0.008,0.005,0.006,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_005971624.1_345,0.0,0.002,0.004,0.0,0.0,0.0,0.007,0.002,0.003,0.006,0.004,0.0,0.024,0.03,0.025,0.009,0.024,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002966203.1_346,0.015,0.001,0.007,0.005,0.005,0.0,0.006,0.006,0.004,0.007,0.012,0.0,0.023,0.005,0.011,0.002,0.003,0.0,0.002,0.0,0.0,0.005,0.001,0.0
lcl|NC_012442.1_prot_WP_004686118.1_347,0.001,0.0,0.004,0.001,0.001,0.0,0.003,0.003,0.002,0.003,0.005,0.0,0.023,0.009,0.019,0.004,0.002,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004685024.1_348,0.0,0.0,0.009,0.002,0.0,0.0,0.045,0.025,0.032,0.025,0.034,0.0,0.007,0.002,0.003,0.003,0.002,0.0,0.014,0.0,0.0,0.008,0.0,0.0
lcl|NC_012442.1_prot_WP_002966200.1_349,0.0,0.0,0.002,0.0,0.0,0.0,0.002,0.005,0.004,0.007,0.006,0.0,0.01,0.004,0.006,0.004,0.002,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004681739.1_350,0.0,0.0,0.002,0.0,0.0,0.0,0.006,0.008,0.004,0.009,0.007,0.0,0.013,0.004,0.007,0.005,0.002,0.0,0.006,0.0,0.001,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004681740.1_351,0.004,0.036,0.079,0.012,0.005,0.0,0.031,0.021,0.037,0.007,0.045,0.0,0.037,0.016,0.042,0.015,0.005,0.0,0.001,0.0,0.001,0.01,0.0,0.0
